Date,Function,Metric,Value
2025-06-01,Emily's channel,Monthly WIN - TCV,2870.0
2025-06-01,Emily's channel,Order in Progress - MRC,2870.0
2025-06-01,IPA,Billed Revenue,11450889.28
2025-06-01,IPA,Monthly WIN - MRC,55008.0
2025-06-01,IPA,Monthly WIN - TCV,1462674.0
2025-06-01,IPA,Order in Progress - MRC,55008.0
2025-06-01,MNC,Billed Revenue,7401845.57
2025-06-01,MNC,Monthly WIN - MRC,65309.0
2025-06-01,MNC,Monthly WIN - TCV,3382505.99
2025-06-01,MNC,Order in Progress - MRC,63479.0
2025-06-01,Maggie's team,Billed Revenue,2767296.57
2025-06-01,Maggie's team,Monthly WIN - MRC,113838.0
2025-06-01,Maggie's team,Monthly WIN - TCV,1420438.0
2025-06-01,Maggie's team,Order in Progress - MRC,109353.0
2025-06-01,Sherry's team,Billed Revenue,1340499.89
2025-06-01,Sherry's team,Monthly WIN - MRC,36453.0
2025-06-01,Sherry's team,Monthly WIN - TCV,575181.0
2025-06-01,Sherry's team,Order in Progress - MRC,5280.0
2025-06-01,Zscaler,Billed Revenue,9022518.68
2025-06-01,Zscaler,Monthly WIN - MRC,519746.5
2025-06-01,Zscaler,Monthly WIN - TCV,3411095.8
2025-06-01,Zscaler,Order in Progress - MRC,519746.5
2025-07-01,AT&T,Billed Revenue,1250715.33
2025-07-01,AT&T,Monthly WIN - MRC,11144.0
2025-07-01,AT&T,Monthly WIN - TCV,137928.0
2025-07-01,AT&T,Order in Progress - MRC,0.0
2025-07-01,Emily's channel,Billed Revenue,658679.55
2025-07-01,Emily's channel,Monthly WIN - MRC,1353.6
2025-07-01,Emily's channel,Monthly WIN - TCV,16243.2
2025-07-01,Emily's channel,Order in Progress - MRC,0.0
2025-07-01,IPA,Billed Revenue,11533935.28
2025-07-01,IPA,Monthly WIN - MRC,91466.14
2025-07-01,IPA,Monthly WIN - TCV,1291218.82
2025-07-01,IPA,Order in Progress - MRC,77399.14
2025-07-01,MNC,Billed Revenue,7841388.05
2025-07-01,MNC,Monthly WIN - MRC,167578.5
2025-07-01,MNC,Monthly WIN - TCV,3057034.0
2025-07-01,MNC,Order in Progress - MRC,149450.0
2025-07-01,Maggie's team,Billed Revenue,2969388.14
2025-07-01,Maggie's team,Monthly WIN - MRC,187755.0
2025-07-01,Maggie's team,Monthly WIN - TCV,5008360.0
2025-07-01,Maggie's team,Order in Progress - MRC,187307.0
2025-07-01,Sherry's team,Billed Revenue,1761111.7
2025-07-01,Sherry's team,Monthly WIN - MRC,36954.0
2025-07-01,Sherry's team,Monthly WIN - TCV,875872.0
2025-07-01,Sherry's team,Order in Progress - MRC,24734.0
2025-07-01,Zscaler,Billed Revenue,8756952.4
2025-07-01,Zscaler,Monthly WIN - MRC,209206.55
2025-07-01,Zscaler,Monthly WIN - TCV,4022782.75
2025-07-01,Zscaler,Order in Progress - MRC,185978.1
2025-08-01,AT&T,Billed Revenue,1356492.77
2025-08-01,AT&T,Monthly WIN - MRC,22410.56
2025-08-01,AT&T,Monthly WIN - TCV,510701.16
2025-08-01,AT&T,Order in Progress - MRC,22410.56
2025-08-01,Emily's channel,Billed Revenue,653324.07
2025-08-01,Emily's channel,Monthly WIN - MRC,0.0
2025-08-01,Emily's channel,Monthly WIN - TCV,0.0
2025-08-01,Emily's channel,Order in Progress - MRC,0.0
2025-08-01,IPA,Billed Revenue,9588056.73
2025-08-01,IPA,Monthly WIN - MRC,37541.0
2025-08-01,IPA,Monthly WIN - TCV,736541.0
2025-08-01,IPA,Order in Progress - MRC,20132.0
2025-08-01,MNC,Billed Revenue,7747873.93
2025-08-01,MNC,Monthly WIN - MRC,108356.66
2025-08-01,MNC,Monthly WIN - TCV,1402940.88
2025-08-01,MNC,Order in Progress - MRC,106786.06
2025-08-01,Maggie's team,Billed Revenue,2950951.21
2025-08-01,Maggie's team,Monthly WIN - MRC,145527.0
2025-08-01,Maggie's team,Monthly WIN - TCV,2447796.0
2025-08-01,Maggie's team,Order in Progress - MRC,145527.0
2025-08-01,Sherry's team,Billed Revenue,2601891.65
2025-08-01,Sherry's team,Monthly WIN - MRC,3760.0
2025-08-01,Sherry's team,Monthly WIN - TCV,45911.0
2025-08-01,Sherry's team,Order in Progress - MRC,3760.0
2025-08-01,Zscaler,Billed Revenue,8282305.78
2025-08-01,Zscaler,Monthly WIN - MRC,24675.0
2025-08-01,Zscaler,Monthly WIN - TCV,303310.56
2025-08-01,Zscaler,Order in Progress - MRC,24675.0
2025-09-01,AT&T,Billed Revenue,1271213.08
2025-09-01,AT&T,Monthly WIN - MRC,9114.0
2025-09-01,AT&T,Monthly WIN - TCV,113568.0
2025-09-01,AT&T,Order in Progress - MRC,0.0
2025-09-01,Emily's channel,Billed Revenue,653245.55
2025-09-01,Emily's channel,Monthly WIN - MRC,20891.0
2025-09-01,Emily's channel,Monthly WIN - TCV,477100.0
2025-09-01,Emily's channel,Order in Progress - MRC,20891.0
2025-09-01,IPA,Billed Revenue,9005073.35
2025-09-01,IPA,Monthly WIN - MRC,287470.5
2025-09-01,IPA,Monthly WIN - TCV,3542436.5
2025-09-01,IPA,Order in Progress - MRC,271934.0
2025-09-01,MNC,Billed Revenue,7653628.25
2025-09-01,MNC,Monthly WIN - MRC,351326.18
2025-09-01,MNC,Monthly WIN - TCV,10775310.18
2025-09-01,MNC,Order in Progress - MRC,323515.42
2025-09-01,Maggie's team,Billed Revenue,3047934.31
2025-09-01,Maggie's team,Monthly WIN - MRC,27353.0
2025-09-01,Maggie's team,Monthly WIN - TCV,336536.0
2025-09-01,Maggie's team,Order in Progress - MRC,18230.0
2025-09-01,Sherry's team,Billed Revenue,1391894.31
2025-09-01,Sherry's team,Monthly WIN - MRC,151269.3
2025-09-01,Sherry's team,Monthly WIN - TCV,1924456.79
2025-09-01,Sherry's team,Order in Progress - MRC,19939.3
2025-09-01,Zscaler,Billed Revenue,9408366.66
2025-09-01,Zscaler,Monthly WIN - MRC,68592.44
2025-09-01,Zscaler,Monthly WIN - TCV,21023.94
2025-09-01,Zscaler,Order in Progress - MRC,13419.0
2025-10-01,AT&T,Billed Revenue,1311821.63
2025-10-01,AT&T,Monthly WIN - MRC,0.0
2025-10-01,AT&T,Monthly WIN - TCV,0.0
2025-10-01,AT&T,Order in Progress - MRC,0.0
2025-10-01,Emily's channel,Billed Revenue,713539.49
2025-10-01,Emily's channel,Monthly WIN - MRC,19576.85
2025-10-01,Emily's channel,Monthly WIN - TCV,391926.6
2025-10-01,Emily's channel,Order in Progress - MRC,10791.85
2025-10-01,IPA,Billed Revenue,9015195.09
2025-10-01,IPA,Monthly WIN - MRC,62895.0
2025-10-01,IPA,Monthly WIN - TCV,1235038.0
2025-10-01,IPA,Order in Progress - MRC,62895.0
2025-10-01,MNC,Billed Revenue,8728082.84
2025-10-01,MNC,Monthly WIN - MRC,32305.72
2025-10-01,MNC,Monthly WIN - TCV,1031489.12
2025-10-01,MNC,Order in Progress - MRC,30005.72
2025-10-01,Maggie's team,Billed Revenue,3179158.59
2025-10-01,Maggie's team,Monthly WIN - MRC,47081.0
2025-10-01,Maggie's team,Monthly WIN - TCV,578492.0
2025-10-01,Maggie's team,Order in Progress - MRC,47081.0
2025-10-01,Sherry's team,Billed Revenue,2149688.53
2025-10-01,Sherry's team,Monthly WIN - MRC,37048.0
2025-10-01,Sherry's team,Monthly WIN - TCV,662424.0
2025-10-01,Sherry's team,Order in Progress - MRC,22570.0
2025-10-01,Zscaler,Billed Revenue,9411374.35
2025-10-01,Zscaler,Monthly WIN - MRC,29852.2
2025-10-01,Zscaler,Monthly WIN - TCV,411007.52
2025-10-01,Zscaler,Order in Progress - MRC,20301.4
2025-11-01,AT&T,Billed Revenue,1290502.43
2025-11-01,AT&T,Monthly WIN - MRC,114030.0
2025-11-01,AT&T,Monthly WIN - TCV,1445850.0
2025-11-01,AT&T,Order in Progress - MRC,114030.0
2025-11-01,Emily's channel,Billed Revenue,562353.62
2025-11-01,Emily's channel,Monthly WIN - MRC,73427.76
2025-11-01,Emily's channel,Monthly WIN - TCV,1975485.12
2025-11-01,Emily's channel,Order in Progress - MRC,73427.76
2025-11-01,IPA,Billed Revenue,9199642.86
2025-11-01,IPA,Monthly WIN - MRC,12082.0
2025-11-01,IPA,Monthly WIN - TCV,283794.0
2025-11-01,IPA,Order in Progress - MRC,12082.0
2025-11-01,MNC,Billed Revenue,7385534.03
2025-11-01,MNC,Monthly WIN - MRC,71399.84
2025-11-01,MNC,Monthly WIN - TCV,1044437.61
2025-11-01,MNC,Order in Progress - MRC,0.0
2025-11-01,Maggie's team,Billed Revenue,3156600.15
2025-11-01,Maggie's team,Monthly WIN - MRC,201031.0
2025-11-01,Maggie's team,Monthly WIN - TCV,2434172.0
2025-11-01,Maggie's team,Order in Progress - MRC,189000.0
2025-11-01,Sherry's team,Billed Revenue,1283091.44
2025-11-01,Sherry's team,Monthly WIN - MRC,0.0
2025-11-01,Sherry's team,Monthly WIN - TCV,0.0
2025-11-01,Sherry's team,Order in Progress - MRC,0.0
2025-11-01,Zscaler,Billed Revenue,9317711.83
2025-11-01,Zscaler,Monthly WIN - MRC,257221.3
2025-11-01,Zscaler,Monthly WIN - TCV,3088010.8
2025-11-01,Zscaler,Order in Progress - MRC,153635.3
2025-12-01,AT&T,Billed Revenue,1306833.05
2025-12-01,AT&T,Monthly WIN - MRC,38333.0
2025-12-01,AT&T,Monthly WIN - TCV,473846.0
2025-12-01,AT&T,Order in Progress - MRC,38333.0
2025-12-01,Emily's channel,Billed Revenue,685610.59
2025-12-01,Emily's channel,Monthly WIN - MRC,29376.2
2025-12-01,Emily's channel,Monthly WIN - TCV,952803.6
2025-12-01,Emily's channel,Order in Progress - MRC,25012.05
2025-12-01,IPA,Billed Revenue,9209371.83
2025-12-01,IPA,Monthly WIN - MRC,53106.0
2025-12-01,IPA,Monthly WIN - TCV,817100.0
2025-12-01,IPA,Order in Progress - MRC,39487.0
2025-12-01,MNC,Billed Revenue,7099949.02
2025-12-01,MNC,Monthly WIN - MRC,145073.2
2025-12-01,MNC,Monthly WIN - TCV,2566305.4
2025-12-01,MNC,Order in Progress - MRC,112336.2
2025-12-01,Maggie's team,Billed Revenue,3299517.05
2025-12-01,Maggie's team,Monthly WIN - MRC,157123.19
2025-12-01,Maggie's team,Monthly WIN - TCV,2930174.8
2025-12-01,Maggie's team,Order in Progress - MRC,138873.19
2025-12-01,Sherry's team,Billed Revenue,3247850.55
2025-12-01,Sherry's team,Monthly WIN - MRC,267226.77
2025-12-01,Sherry's team,Monthly WIN - TCV,3207701.24
2025-12-01,Sherry's team,Order in Progress - MRC,255334.1
2025-12-01,Zscaler,Billed Revenue,9495500.77
2025-12-01,Zscaler,Monthly WIN - MRC,159789.7
2025-12-01,Zscaler,Monthly WIN - TCV,1904689.5
2025-12-01,Zscaler,Order in Progress - MRC,148250.9
